yearID,G,AB,RBI,BB,SO,Salary,Birth_Year,AgeInYear,Batting_Average,N_Y_Batting_Average,,,,,
1999,143,541,97,49,119,2700000,1967,32,0.2772643253,0.2854166667,,0.0081523413,0.0081523413,,
1990,24,68,4,9,9,?,1967,23,0.2205882353,0.2053571429,,-0.0152310924,0.0152310924,,
2010,68,205,19,6,59,1300000,1983,27,0.1951219512,0.1740890688,,-0.0210328824,0.0210328824,,
2005,68,166,18,11,24,400000,1974,31,0.2771084337,0.2230769231,,-0.0540315107,0.0540315107,,
2002,38,132,22,20,32,295000,1971,31,0.2045454545,0.1927710843,,-0.0117743702,0.0117743702,,
2003,35,68,4,5,34,9900000,1974,29,0.0588235294,0.1739130435,,0.1150895141,0.1150895141,,
2005,75,184,14,13,41,725000,1975,30,0.2282608696,0.24,,0.0117391304,0.0117391304,,
1994,112,434,63,16,78,126000,1971,23,0.3064516129,0.2854477612,,-0.0210038517,0.0210038517,,
1999,95,122,18,18,31,250000,1968,31,0.262295082,0.2327044025,,-0.0295906795,0.0295906795,,
1990,57,97,11,22,19,520000,1956,34,0.2886597938,0.25,,-0.0386597938,0.0386597938,,
1992,156,551,64,66,74,4125000,1956,36,0.2613430127,0.2852459016,,0.0239028889,0.0239028889,,
2014,113,363,41,33,81,556500,1983,31,0.2699724518,0.1942446043,,-0.0757278475,0.0757278475,,
1997,116,359,46,39,157,335000,1971,26,0.2284122563,0.2521008403,,0.0236885841,0.0236885841,,
2003,33,65,4,3,25,7750000,1968,35,0.1384615385,0.1153846154,,-0.0230769231,0.0230769231,,
2014,114,386,39,17,71,?,1994,20,0.2590673575,0.2605633803,,0.0014960228,0.0014960228,,
1994,6,12,4,3,3,121500,1969,25,0.25,0.2444444444,,-0.0055555556,0.0055555556,,
1992,139,485,33,28,64,992500,1962,30,0.2494845361,0.2575757576,,0.0080912215,0.0080912215,,
1996,119,407,48,24,78,2675000,1962,34,0.2702702703,0.22,,-0.0502702703,0.0502702703,,
1994,14,49,0,0,14,140000,1969,25,0.1428571429,0.2261484099,,0.083291267,0.083291267,,
2012,24,74,7,6,21,?,1988,24,0.1891891892,0.192,,0.0028108108,0.0028108108,,
2009,154,626,115,74,45,1750000,1983,26,0.2955271565,0.2880794702,,-0.0074476864,0.0074476864,,
2004,13,38,2,4,9,750000,1969,35,0.2105263158,0.2546583851,,0.0441320693,0.0441320693,,
1998,39,39,2,1,9,205000,1972,26,0.2307692308,0.2727272727,,0.041958042,0.041958042,,
1995,139,525,119,113,135,4366667,1959,36,0.260952381,0.2771084337,,0.0161560528,0.0161560528,,
1998,27,20,2,0,6,?,1973,25,0.15,0.1428571429,,-0.0071428571,0.0071428571,,
2013,82,276,42,31,55,9500000,1982,31,0.2753623188,0.1769230769,,-0.0984392419,0.0984392419,,
2007,49,138,28,8,33,?,1981,26,0.3043478261,0.2362637363,,-0.0680840898,0.0680840898,,
2005,34,73,4,1,17,370000,1979,26,0.2191780822,0.125,,-0.0941780822,0.0941780822,,
2014,104,346,45,29,124,7000000,1986,28,0.225433526,0.2384259259,,0.0129923999,0.0129923999,,
2011,126,537,101,43,41,11000000,1983,28,0.3370577281,0.2866043614,,-0.0504533667,0.0504533667,,
1991,161,631,95,72,63,1866666,1960,31,0.2535657686,0.2467248908,,-0.0068408778,0.0068408778,,
2007,161,643,114,55,103,2535000,1981,26,0.2970451011,0.2913385827,,-0.0057065184,0.0057065184,,
1995,48,142,15,6,42,442333,1975,20,0.2323943662,0.3577371048,,0.1253427386,0.1253427386,,
1994,57,174,15,11,13,109000,1967,27,0.2873563218,0.3333333333,,0.0459770115,0.0459770115,,
2004,142,500,109,72,92,8625000,1975,29,0.314,0.2346938776,,-0.0793061224,0.0793061224,,
2010,88,350,48,40,32,8500000,1978,32,0.2428571429,0.2680776014,,0.0252204586,0.0252204586,,
2002,47,91,17,7,24,?,1979,23,0.2527472527,0.0833333333,,-0.1694139194,0.1694139194,,
2012,12,33,4,2,12,?,1986,26,0.3333333333,0.2470119522,,-0.0863213811,0.0863213811,,
2000,31,50,2,3,19,?,1974,26,0.06,0.0555555556,,-0.0044444444,0.0044444444,,
2011,103,358,52,24,119,750000,1985,26,0.2346368715,0.2222222222,,-0.0124146493,0.0124146493,,
1992,158,612,100,68,73,2150000,1959,33,0.3039215686,0.3092105263,,0.0052889577,0.0052889577,,
2008,34,78,5,3,24,16984216,1979,29,0.141025641,0.1666666667,,0.0256410256,0.0256410256,,
2008,58,124,30,22,17,575000,1979,29,0.2822580645,0.2671755725,,-0.015082492,0.015082492,,
2008,11,10,0,0,2,?,1981,27,0.1,0.2597864769,,0.1597864769,0.1597864769,,
2010,100,289,29,35,84,?,1986,24,0.2110726644,0.149068323,,-0.0620043414,0.0620043414,,
1996,13,19,1,1,5,3300000,1969,27,0.2631578947,0.1666666667,,-0.0964912281,0.0964912281,,
1992,146,557,87,48,40,750000,1968,24,0.3303411131,0.2935222672,,-0.0368188459,0.0368188459,,
1995,126,479,73,46,76,6200000,1965,30,0.2630480167,0.2471042471,,-0.0159437696,0.0159437696,,
2001,16,25,0,1,5,?,1979,22,0.16,0.2142857143,,0.0542857143,0.0542857143,,
1999,19,3,0,0,2,?,1973,26,0.3333333333,0.5,,0.1666666667,0.1666666667,,
2009,99,103,15,23,30,1625000,1968,41,0.1941747573,0.2323232323,,0.038148475,0.038148475,,
1997,76,107,11,4,22,220000,1964,33,0.2242990654,0.2068965517,,-0.0174025137,0.0174025137,,
2004,161,704,101,49,63,6500000,1973,31,0.3721590909,0.3033873343,,-0.0687717566,0.0687717566,,
1996,98,170,32,33,29,125000,1969,27,0.2647058824,0.2804878049,,0.0157819225,0.0157819225,,
1995,4,4,1,0,0,109000,1973,22,0.25,0.2787878788,,0.0287878788,0.0287878788,,
2010,150,566,91,58,139,6850000,1980,30,0.2879858657,0.2604562738,,-0.027529592,0.027529592,,
1998,105,365,53,28,86,172000,1974,24,0.2328767123,0.2512647555,,0.0183880432,0.0183880432,,
2013,45,120,11,12,25,1250000,1986,27,0.175,0.2481203008,,0.0731203008,0.0731203008,,
2006,65,223,23,11,49,850000,1978,28,0.2466367713,0.2550505051,,0.0084137338,0.0084137338,,
2000,144,568,107,59,106,1320000,1969,31,0.2728873239,0.2579908676,,-0.0148964564,0.0148964564,,
1999,132,246,26,37,59,1075000,1966,33,0.2723577236,0.2994791667,,0.0271214431,0.0271214431,,
2001,17,35,5,0,3,?,1976,25,0.2285714286,0.2742316785,,0.0456602499,0.0456602499,,
1992,15,23,1,1,7,?,1968,24,0.3043478261,0.2097902098,,-0.0945576163,0.0945576163,,
1999,37,154,17,14,6,2000000,1969,30,0.2662337662,0.2997946612,,0.033560895,0.033560895,,
1996,151,542,98,56,42,3050000,1967,29,0.2970479705,0.2796460177,,-0.0174019528,0.0174019528,,
1992,143,528,85,41,97,990000,1966,26,0.3011363636,0.2653061224,,-0.0358302412,0.0358302412,,
1997,52,156,15,11,30,150000,1973,24,0.2371794872,0.3162878788,,0.0791083916,0.0791083916,,
2007,118,409,87,78,116,1320000,1982,25,0.2347188264,0.2336842105,,-0.0010346159,0.0010346159,,
1992,62,261,39,29,36,125000,1968,24,0.2796934866,0.2680776014,,-0.0116158852,0.0116158852,,
2001,123,377,44,20,69,4400000,1969,32,0.2652519894,0.295264624,,0.0300126346,0.0300126346,,
2005,81,173,16,13,46,700000,1976,29,0.2832369942,0.2162162162,,-0.067020778,0.067020778,,
1994,59,122,15,8,34,160000,1969,25,0.2049180328,0.2320441989,,0.0271261661,0.0271261661,,
2001,18,34,1,0,18,?,1977,24,0.1176470588,0.1428571429,,0.025210084,0.025210084,,
2011,74,235,18,24,80,2050000,1987,24,0.1914893617,0.2438095238,,0.0523201621,0.0523201621,,
1999,32,38,4,2,10,1800000,1972,27,0.1315789474,0.1884057971,,0.0568268497,0.0568268497,,
2009,122,372,50,26,99,2825000,1979,30,0.2311827957,0.2322274882,,0.0010446925,0.0010446925,,
2003,160,605,109,88,119,13000000,1968,35,0.2776859504,0.2657342657,,-0.0119516847,0.0119516847,,
2009,125,429,43,20,76,2500000,1975,34,0.2261072261,0.2396166134,,0.0135093873,0.0135093873,,
2006,147,544,63,36,81,4000000,1975,31,0.2720588235,0.28962818,,0.0175693565,0.0175693565,,
2002,162,637,114,71,135,3500000,1977,25,0.273155416,0.3071017274,,0.0339463114,0.0339463114,,
2005,151,582,83,56,96,11571429,1977,28,0.2663230241,0.2745098039,,0.0081867799,0.0081867799,,
1990,32,60,2,2,25,130000,1967,23,0.1,0.0322580645,,-0.0677419355,0.0677419355,,
2003,96,307,26,24,48,700000,1972,31,0.2377850163,0.2237442922,,-0.014040724,0.014040724,,
1993,122,299,50,41,70,121000,1966,27,0.2608695652,0.278125,,0.0172554348,0.0172554348,,
2012,57,215,21,9,25,2000000,1982,30,0.2279069767,0.2122762148,,-0.0156307619,0.0156307619,,
2007,121,240,33,38,82,405000,1981,26,0.2291666667,0.2645502646,,0.0353835979,0.0353835979,,
2013,48,139,16,8,11,1900000,1977,36,0.3165467626,0.2781954887,,-0.0383512739,0.0383512739,,
2009,127,461,72,34,95,400000,1985,24,0.251626898,0.2611111111,,0.0094842131,0.0094842131,,
2010,141,535,84,59,109,2400000,1982,28,0.2654205607,0.2942073171,,0.0287867563,0.0287867563,,
1994,39,131,16,6,29,109000,1970,24,0.3511450382,0.2888888889,,-0.0622561493,0.0622561493,,
1991,107,290,28,27,29,800000,1966,25,0.2275862069,0.287037037,,0.0594508301,0.0594508301,,
1994,111,417,79,68,52,3500000,1957,37,0.3141486811,0.3001949318,,-0.0139537493,0.0139537493,,
2001,53,119,17,7,7,?,1978,23,0.243697479,0.2587209302,,0.0150234512,0.0150234512,,
2008,120,444,69,54,142,6250000,1973,35,0.2432432432,0.25,,0.0067567568,0.0067567568,,
2010,48,162,24,14,44,7750000,1973,37,0.2592592593,0.2025316456,,-0.0567276137,0.0567276137,,
1999,113,430,75,58,135,3325000,1964,35,0.2790697674,0.2522796353,,-0.0267901322,0.0267901322,,
2011,34,71,2,2,25,?,1975,36,0.1549295775,0.1666666667,,0.0117370892,0.0117370892,,
2003,40,53,6,4,11,300000,1976,27,0.2830188679,0.1354166667,,-0.1476022013,0.1476022013,,
2014,152,600,89,35,128,10500000,1985,29,0.26,0.2906793049,,0.0306793049,0.0306793049,,
2001,29,77,4,3,8,?,1978,23,0.2077922078,0.296,,0.0882077922,0.0882077922,,
1994,86,223,37,22,48,380000,1962,32,0.2959641256,0.2806122449,,-0.0153518807,0.0153518807,,
2009,128,504,84,53,77,?,1985,24,0.3214285714,0.2681564246,,-0.0532721468,0.0532721468,,
1991,34,72,3,3,14,2350000,1963,28,0.125,0.0923076923,,-0.0326923077,0.0326923077,,
1997,151,405,46,57,89,2800000,1966,31,0.2419753086,0.2556634304,,0.0136881218,0.0136881218,,
2001,39,70,10,5,16,?,1972,29,0.2,0.0833333333,,-0.1166666667,0.1166666667,,
2001,141,458,76,61,76,?,1970,31,0.2751091703,0.2821100917,,0.0070009214,0.0070009214,,
2001,17,50,1,3,11,?,1978,23,0.22,0.285,,0.065,0.065,,
2004,139,491,78,36,69,319400,1979,25,0.2973523422,0.2996632997,,0.0023109575,0.0023109575,,
2011,52,90,12,9,17,?,1986,25,0.1777777778,0.175257732,,-0.0025200458,0.0025200458,,
2010,112,349,50,68,127,?,1979,31,0.2722063037,0.2133333333,,-0.0588729704,0.0588729704,,
2007,39,76,12,5,14,?,1975,32,0.3421052632,0.2133333333,,-0.1287719298,0.1287719298,,
2012,84,316,33,16,58,?,1987,25,0.2341772152,0.2437275986,,0.0095503834,0.0095503834,,
1995,125,471,68,31,83,109000,1971,24,0.2569002123,0.2746858169,,0.0177856046,0.0177856046,,
2001,23,38,3,4,12,235000,1977,24,0.1052631579,0.1111111111,,0.0058479532,0.0058479532,,
2004,142,566,92,42,49,2150000,1975,29,0.2756183746,0.2936507937,,0.0180324191,0.0180324191,,
2012,30,68,1,5,6,?,1987,25,0.1911764706,0.2416666667,,0.0504901961,0.0504901961,,
2013,142,530,90,82,62,8000000,1983,30,0.2716981132,0.2683438155,,-0.0033542977,0.0033542977,,
1992,67,166,13,17,51,109000,1967,25,0.2168674699,0.1724137931,,-0.0444536768,0.0444536768,,
2011,7,13,0,2,4,?,1987,24,0.1538461538,0.3333333333,,0.1794871795,0.1794871795,,
2010,161,578,94,114,138,11000000,1984,26,0.2612456747,0.2987697715,,0.0375240968,0.0375240968,,
1993,133,396,33,34,40,170000,1966,27,0.2550505051,0.2596491228,,0.0045986178,0.0045986178,,
2011,100,250,24,33,42,1175000,1981,30,0.244,0.2395833333,,-0.0044166667,0.0044166667,,
2009,65,97,17,17,10,?,1981,28,0.2989690722,0.1428571429,,-0.1561119293,0.1561119293,,
2000,154,637,89,31,76,2016667,1970,30,0.2747252747,0.261829653,,-0.0128956217,0.0128956217,,
1998,161,633,120,76,121,8153667,1969,29,0.2843601896,0.2854785479,,0.0011183583,0.0011183583,,
1999,160,606,123,91,108,8760532,1969,30,0.2854785479,0.2711538462,,-0.0143247017,0.0143247017,,
1991,94,139,18,10,23,260000,1964,27,0.2517985612,0.2857142857,,0.0339157246,0.0339157246,,
2009,26,47,1,1,12,14000000,1978,31,0.1489361702,0.1351351351,,-0.0138010351,0.0138010351,,
2003,141,514,91,58,104,8500000,1975,28,0.3093385214,0.2390057361,,-0.0703327853,0.0703327853,,
1996,55,89,15,11,27,127500,1964,32,0.2134831461,0.25,,0.0365168539,0.0365168539,,
1997,162,658,112,66,121,310000,1971,26,0.2689969605,0.2537815126,,-0.0152154479,0.0152154479,,
2004,138,520,79,40,101,6500000,1975,29,0.2711538462,0.2688172043,,-0.0023366419,0.0023366419,,
2006,104,352,64,38,35,350000,1980,26,0.2926136364,0.2886904762,,-0.0039231602,0.0039231602,,
1990,58,113,10,5,24,145000,1963,27,0.2566371681,0.2618384401,,0.005201272,0.005201272,,
2005,2,1,0,0,0,?,1981,24,1,0.0285714286,,-0.9714285714,0.9714285714,,
2009,63,206,20,17,33,400000,1982,27,0.2524271845,0.1494252874,,-0.1030018971,0.1030018971,,
1992,152,604,66,43,29,1150000,1967,25,0.2847682119,0.3419117647,,0.0571435528,0.0571435528,,
2006,17,6,2,0,3,?,1979,27,0.3333333333,1,,0.6666666667,0.6666666667,,
2000,34,73,5,10,38,7417981,1968,32,0.1232876712,0.1267605634,,0.0034728921,0.0034728921,,
2002,37,50,7,4,10,?,1973,29,0.38,0.2160493827,,-0.1639506173,0.1639506173,,
1999,55,124,18,10,18,200000,1975,24,0.2258064516,0.2,,-0.0258064516,0.0258064516,,
2006,126,381,70,35,55,1700000,1975,31,0.3070866142,0.2893890675,,-0.0176975466,0.0176975466,,
2011,14,22,3,1,4,?,1984,27,0.3636363636,0.0833333333,,-0.2803030303,0.2803030303,,
2005,137,455,62,30,56,4875000,1976,29,0.2791208791,0.1666666667,,-0.1124542125,0.1124542125,,
1993,17,43,1,0,8,?,1970,23,0.1162790698,0.2765957447,,0.1603166749,0.1603166749,,
2000,91,352,49,37,38,2500000,1971,29,0.28125,0.2890625,,0.0078125,0.0078125,,
2008,113,419,58,38,61,12500000,1974,34,0.2744630072,0.2898876404,,0.0154246333,0.0154246333,,
1993,128,503,66,41,76,3050000,1963,30,0.2763419483,0.3333333333,,0.056991385,0.056991385,,
1995,89,254,31,24,69,140000,1964,31,0.2559055118,0.1960784314,,-0.0598270804,0.0598270804,,
2006,153,572,82,71,78,1000000,1978,28,0.3164335664,0.3007117438,,-0.0157218227,0.0157218227,,
2003,144,468,71,43,95,900000,1974,29,0.2478632479,0.275,,0.0271367521,0.0271367521,,
2010,82,291,46,24,92,405000,1987,23,0.2336769759,0.2635658915,,0.0298889155,0.0298889155,,
2009,116,355,58,34,67,400000,1982,27,0.3014084507,0.2852459016,,-0.0161625491,0.0161625491,,
1996,159,617,81,68,116,5050000,1963,33,0.2949756888,0.2765957447,,-0.0183799441,0.0183799441,,
2007,18,9,0,0,3,?,1981,26,0.1111111111,0.1111111111,,0,0,,
1991,113,371,52,43,57,3750000,1962,29,0.25606469,0.2861111111,,0.0300464211,0.0300464211,,
2014,6,17,1,0,3,?,1989,25,0.2352941176,0.2232142857,,-0.0120798319,0.0120798319,,
2010,21,65,9,4,17,?,1987,23,0.2307692308,0.2445520581,,0.0137828273,0.0137828273,,
2014,129,416,40,36,61,5500000,1981,33,0.2620192308,0.2825484765,,0.0205292457,0.0205292457,,
1993,16,23,3,3,8,150000,1968,25,0.1739130435,0.1,,-0.0739130435,0.0739130435,,
1999,157,624,100,47,64,305000,1974,25,0.3012820513,0.3146258503,,0.0133437991,0.0133437991,,
1997,120,356,35,18,36,192500,1971,26,0.2162921348,0.2455445545,,0.0292524196,0.0292524196,,
2013,71,280,44,23,36,8250000,1981,32,0.2821428571,0.3002610966,,0.0181182395,0.0181182395,,
2004,154,550,68,86,61,4000000,1964,40,0.2581818182,0.2655826558,,0.0074008376,0.0074008376,,
1993,161,633,81,36,97,2250000,1960,33,0.2717219589,0.2524271845,,-0.0192947745,0.0192947745,,
1998,9,21,4,3,4,?,1976,22,0.2380952381,0.125,,-0.1130952381,0.1130952381,,
2009,145,380,57,27,27,10000000,1977,32,0.3078947368,0.2749615975,,-0.0329331393,0.0329331393,,
2009,23,3,0,0,0,?,1985,24,0.3333333333,0.1428571429,,-0.1904761905,0.1904761905,,
2007,27,70,6,5,15,?,1981,26,0.2285714286,0.2380952381,,0.0095238095,0.0095238095,,
2008,136,480,65,18,61,1111666,1981,27,0.2895833333,0.2767527675,,-0.0128305658,0.0128305658,,
2011,158,614,81,51,84,2750000,1981,30,0.2687296417,0.2647554806,,-0.0039741611,0.0039741611,,
2002,112,329,55,33,51,1275000,1973,29,0.2674772036,0.254,,-0.0134772036,0.0134772036,,
2014,130,378,47,47,122,2000000,1983,31,0.1957671958,0.2303664921,,0.0345992964,0.0345992964,,
2000,62,215,39,17,40,?,1974,26,0.2651162791,0.265010352,,-0.0001059271,0.0001059271,,
2008,16,36,4,0,9,392500,1983,25,0.2222222222,0.25,,0.0277777778,0.0277777778,,
2010,59,230,28,26,40,10000000,1977,33,0.2782608696,0.2208588957,,-0.0574019739,0.0574019739,,
2004,155,601,112,80,131,22000000,1975,29,0.2861896839,0.320661157,,0.0344714732,0.0344714732,,
2009,129,390,55,24,56,403000,1982,27,0.2923076923,0.2232346241,,-0.0690730682,0.0690730682,,
2006,103,179,30,14,47,1000000,1970,36,0.2960893855,0.1909090909,,-0.1051802946,0.1051802946,,
2003,48,75,10,13,14,?,1975,28,0.2133333333,0.2725274725,,0.0591941392,0.0591941392,,
1996,161,519,118,142,66,6135000,1968,28,0.3140655106,0.25,,-0.0640655106,0.0640655106,,
1990,123,438,46,21,118,700000,1962,28,0.2328767123,0.1746987952,,-0.0581779171,0.0581779171,,
2008,109,453,76,43,103,14000000,1976,32,0.2803532009,0.2410901468,,-0.0392630541,0.0392630541,,
1995,104,323,50,51,71,1098223,1965,30,0.2352941176,0.2887473461,,0.0534532284,0.0534532284,,
2002,34,93,10,15,25,1000000,1970,32,0.2258064516,0.2365591398,,0.0107526882,0.0107526882,,
2013,23,60,3,1,18,650000,1983,30,0.1666666667,0.1428571429,,-0.0238095238,0.0238095238,,
2007,144,544,78,55,127,416000,1981,26,0.2849264706,0.2552447552,,-0.0296817153,0.0296817153,,
1995,30,49,3,2,17,180000,1970,25,0.2653061224,0.1060606061,,-0.1592455164,0.1592455164,,
2012,94,171,20,9,24,491209,1984,28,0.269005848,0.28,,0.010994152,0.010994152,,
2003,144,509,77,69,50,5500000,1974,29,0.3104125737,0.2936893204,,-0.0167232533,0.0167232533,,
2011,29,46,3,1,19,445000,1986,25,0.1956521739,0.1785714286,,-0.0170807453,0.0170807453,,
1990,26,37,3,1,13,850000,1956,34,0.1621621622,0.2051282051,,0.042966043,0.042966043,,
1994,46,68,10,4,12,350000,1965,29,0.3088235294,0.2901234568,,-0.0187000726,0.0187000726,,
2004,35,70,3,1,26,6250000,1976,28,0.2142857143,0.2285714286,,0.0142857143,0.0142857143,,
1990,33,88,12,7,14,?,1966,24,0.2727272727,0.2432432432,,-0.0294840295,0.0294840295,,
2007,144,521,75,66,122,380000,1979,28,0.2648752399,0.2535612536,,-0.0113139864,0.0113139864,,
2001,88,158,27,15,53,?,1976,25,0.3101265823,0.2635869565,,-0.0465396258,0.0465396258,,
2005,59,197,23,30,69,3000000,1976,29,0.2639593909,0.2506963788,,-0.013263012,0.013263012,,
2009,35,68,5,2,22,4956237,1976,33,0.1617647059,0.2467532468,,0.0849885409,0.0849885409,,
2006,154,582,96,66,113,374000,1982,24,0.3109965636,0.3245033113,,0.0135067477,0.0135067477,,
1999,101,276,42,32,60,200000,1971,28,0.2862318841,0.2885714286,,0.0023395445,0.0023395445,,
1997,125,451,63,19,48,2600000,1966,31,0.3237250554,0.2347188264,,-0.089006229,0.089006229,,
2001,147,522,69,35,74,280000,1974,27,0.2931034483,0.2578849722,,-0.0352184761,0.0352184761,,
2012,127,384,41,37,100,1300000,1984,28,0.2109375,0.1842105263,,-0.0267269737,0.0267269737,,
2005,24,17,1,1,5,800000,1968,37,0.0588235294,0.2,,0.1411764706,0.1411764706,,
2012,141,517,67,22,61,5075000,1984,28,0.2901353965,0.2709090909,,-0.0192263056,0.0192263056,,
1993,79,156,14,3,29,122500,1968,25,0.2820512821,0.2344497608,,-0.0476015213,0.0476015213,,
2002,161,615,90,50,107,4900000,1973,29,0.243902439,0.234548336,,-0.009354103,0.009354103,,
2002,158,578,106,107,118,500000,1976,26,0.2923875433,0.2881040892,,-0.004283454,0.004283454,,
2004,152,587,93,68,139,352400,1973,31,0.2708688245,0.240917782,,-0.0299510425,0.0299510425,,
1993,143,560,83,74,49,2950000,1958,35,0.3017857143,0.3415300546,,0.0397443404,0.0397443404,,
1993,76,271,31,17,52,120000,1969,24,0.2509225092,0.3202099738,,0.0692874645,0.0692874645,,
2010,137,438,60,19,59,600000,1986,24,0.2762557078,0.2696629213,,-0.0065927864,0.0065927864,,
1997,55,159,17,9,27,400000,1963,34,0.2955974843,0.2375,,-0.0580974843,0.0580974843,,
2008,6,3,0,0,0,?,1982,26,0.3333333333,0.1891891892,,-0.1441441441,0.1441441441,,
2000,112,364,50,59,98,1450000,1964,36,0.2527472527,0.2222222222,,-0.0305250305,0.0305250305,,
2007,155,472,77,114,120,13250000,1976,31,0.2563559322,0.25,,-0.0063559322,0.0063559322,,
1991,44,95,7,6,20,110000,1966,25,0.2421052632,0.3,,0.0578947368,0.0578947368,,
1995,28,38,4,3,15,109000,1973,22,0.1842105263,0.0909090909,,-0.0933014354,0.0933014354,,
1994,111,406,63,43,71,3250000,1963,31,0.2832512315,0.3022813688,,0.0190301373,0.0190301373,,
2010,160,626,103,57,77,9000000,1982,28,0.3194888179,0.3017656501,,-0.0177231678,0.0177231678,,
2007,52,115,12,12,26,?,1982,25,0.252173913,0.2770700637,,0.0248961507,0.0248961507,,
2012,114,296,44,34,63,480000,1985,27,0.2939189189,0.3178913738,,0.0239724549,0.0239724549,,
2008,61,142,11,18,50,400000,1977,31,0.2253521127,0.2307692308,,0.0054171181,0.0054171181,,
1991,28,52,3,1,15,?,1968,23,0.1730769231,0.1973684211,,0.024291498,0.024291498,,
1990,64,137,11,3,23,550000,1958,32,0.2189781022,0.1666666667,,-0.0523114355,0.0523114355,,
2008,87,298,46,50,35,6250000,1975,33,0.244966443,0.3024691358,,0.0575026928,0.0575026928,,
2011,58,160,16,14,34,1500000,1977,34,0.2625,0.2805755396,,0.0180755396,0.0180755396,,
1992,86,232,25,11,66,?,1966,26,0.2413793103,0.2432432432,,0.0018639329,0.0018639329,,
2006,138,415,51,43,60,3200000,1973,33,0.2626506024,0.261682243,,-0.0009683594,0.0009683594,,
1993,126,348,50,43,58,350000,1965,28,0.2557471264,0.2956521739,,0.0399050475,0.0399050475,,
2011,150,582,79,51,92,5250000,1973,38,0.2611683849,0.2222222222,,-0.0389461627,0.0389461627,,
1999,63,109,27,11,24,260000,1973,26,0.3944954128,0.3,,-0.0944954128,0.0944954128,,
2002,102,320,34,17,27,1087500,1972,30,0.20625,0.2574850299,,0.0512350299,0.0512350299,,
2004,135,484,63,38,86,3565000,1976,28,0.2355371901,0.2865612648,,0.0510240747,0.0510240747,,
2002,76,281,27,15,50,3250000,1967,35,0.2597864769,0.2666666667,,0.0068801898,0.0068801898,,
2014,10,24,2,3,7,?,1984,30,0.0833333333,0.2576687117,,0.1743353783,0.1743353783,,
2006,41,93,12,3,14,?,1982,24,0.2150537634,0.2689393939,,0.0538856305,0.0538856305,,
2000,106,326,49,36,54,2500000,1966,34,0.3067484663,0.2457142857,,-0.0610341805,0.0610341805,,
2014,137,440,55,22,67,504000,1990,24,0.2886363636,0.264,,-0.0246363636,0.0246363636,,
