yearID,G,AB,RBI,BB,SO,Salary,Birth_Year,AgeInYear,Batting_Average,N_Y_Batting_Average,,,,,
1996,64,77,12,6,12,190000,1964,32,0.2857142857,0.2242990654,,-0.0614152203,0.0614152203,,
2012,162,629,77,22,61,18000000,1973,39,0.2829888712,0.2615384615,,-0.0214504097,0.0214504097,,
2009,156,609,103,81,114,20625000,1980,29,0.2922824302,0.2562396007,,-0.0360428295,0.0360428295,,
2005,88,161,23,14,40,321000,1980,25,0.2298136646,0.2,,-0.0298136646,0.0298136646,,
2007,148,537,80,49,50,390000,1979,28,0.2662942272,0.3068965517,,0.0406023245,0.0406023245,,
2005,34,105,19,16,31,8000000,1968,37,0.219047619,0.2703862661,,0.051338647,0.051338647,,
1992,109,208,31,16,39,1616667,1959,33,0.2932692308,0.2617647059,,-0.0315045249,0.0315045249,,
2004,33,62,3,2,27,1200000,1973,31,0.1129032258,0.1636363636,,0.0507331378,0.0507331378,,
1990,120,382,51,33,91,100000,1965,25,0.219895288,0.2435424354,,0.0236471475,0.0236471475,,
1999,156,631,105,70,98,1600000,1962,37,0.3169572108,0.2783505155,,-0.0386066953,0.0386066953,,
2002,152,604,103,60,70,4000000,1974,28,0.3145695364,0.3104125737,,-0.0041569627,0.0041569627,,
1998,159,637,101,54,46,1100000,1969,29,0.3108320251,0.2662337662,,-0.0445982589,0.0445982589,,
2004,138,358,34,20,39,1200000,1968,36,0.2737430168,0.2459893048,,-0.0277537119,0.0277537119,,
2003,6,6,0,0,2,?,1977,26,0.1666666667,0.2258064516,,0.0591397849,0.0591397849,,
1996,25,82,8,4,13,109000,1973,23,0.256097561,0.2371794872,,-0.0189180738,0.0189180738,,
2013,27,38,2,3,14,?,1989,24,0.2105263158,0.2461538462,,0.0356275304,0.0356275304,,
2011,35,47,2,3,23,8000000,1977,34,0.1063829787,0.1224489796,,0.0160660009,0.0160660009,,
1991,60,82,5,6,10,130000,1964,27,0.1707317073,0.3113207547,,0.1405890474,0.1405890474,,
2004,93,240,19,15,20,700000,1973,31,0.2125,0.1363636364,,-0.0761363636,0.0761363636,,
2007,160,604,113,94,115,1250000,1982,25,0.3245033113,0.3019169329,,-0.0225863784,0.0225863784,,
1998,29,48,3,3,27,1075000,1965,33,0.0625,0.1636363636,,0.1011363636,0.1011363636,,
2008,160,625,85,62,165,406000,1983,25,0.248,0.2124711316,,-0.0355288684,0.0355288684,,
1996,16,29,3,4,5,109000,1973,23,0.2413793103,0.2582582583,,0.0168789479,0.0168789479,,
1998,144,536,81,47,94,215000,1973,25,0.3097014925,0.3002680965,,-0.009433396,0.009433396,,
1990,144,495,62,67,77,100000,1965,25,0.2444444444,0.2796460177,,0.0352015733,0.0352015733,,
1999,13,9,2,0,2,200000,1976,23,0.3333333333,0.14,,-0.1933333333,0.1933333333,,
2001,34,53,2,0,17,230000,1978,23,0.1509433962,0.1,,-0.0509433962,0.0509433962,,
2014,26,39,3,2,16,500000,1986,28,0.1794871795,0.1518987342,,-0.0275884453,0.0275884453,,
1994,2,6,0,0,2,134000,1970,24,0.3333333333,0.2372093023,,-0.096124031,0.096124031,,
1991,38,57,5,1,9,?,1965,26,0.2456140351,0.1904761905,,-0.0551378446,0.0551378446,,
1990,159,583,93,65,109,180000,1965,25,0.2538593482,0.2697368421,,0.0158774939,0.0158774939,,
1997,26,55,4,1,14,4850000,1967,30,0.2181818182,0.1692307692,,-0.048951049,0.048951049,,
2008,33,17,0,0,11,3700000,1980,28,0.0588235294,0.1272727273,,0.0684491979,0.0684491979,,
1997,97,241,30,24,42,275000,1966,31,0.2489626556,0.1538461538,,-0.0951165018,0.0951165018,,
2002,155,608,88,53,102,8000000,1969,33,0.2779605263,0.2942122186,,0.0162516923,0.0162516923,,
2009,116,431,64,58,149,1400000,1975,34,0.2505800464,0.2367021277,,-0.0138779187,0.0138779187,,
1997,148,543,68,33,116,450000,1970,27,0.2523020258,0.2654867257,,0.0131846999,0.0131846999,,
1993,8,10,1,1,3,?,1963,30,0.3,0.24,,-0.06,0.06,,
2010,14,42,6,4,14,410000,1983,27,0.1666666667,0.2281879195,,0.0615212528,0.0615212528,,
2004,17,17,2,3,3,?,1980,24,0.0588235294,0.248427673,,0.1896041435,0.1896041435,,
1990,82,188,30,15,29,125000,1963,27,0.25,0.2598425197,,0.0098425197,0.0098425197,,
2012,129,487,70,43,102,9000000,1985,27,0.2915811088,0.2400756144,,-0.0515054945,0.0515054945,,
1996,4,5,1,1,1,109000,1973,23,0.2,0.2692307692,,0.0692307692,0.0692307692,,
2003,80,202,31,37,71,305000,1979,24,0.2178217822,0.250728863,,0.0329070808,0.0329070808,,
2004,106,253,37,26,92,750000,1972,32,0.2213438735,0.3037249284,,0.0823810548,0.0823810548,,
2014,18,24,3,1,4,?,1990,24,0.25,0.265625,,0.015625,0.015625,,
2010,135,358,60,30,100,401000,1985,25,0.2541899441,0.1504854369,,-0.1037045072,0.1037045072,,
2009,30,54,7,3,14,?,1980,29,0.2037037037,0.25,,0.0462962963,0.0462962963,,
1992,123,337,34,37,33,145000,1967,25,0.2759643917,0.2794676806,,0.0035032889,0.0035032889,,
2000,127,496,64,32,76,2166667,1971,29,0.2762096774,0.25,,-0.0262096774,0.0262096774,,
2006,72,237,23,6,29,327500,1981,25,0.2742616034,0.2233009709,,-0.0509606325,0.0509606325,,
1992,106,398,46,37,65,3415000,1961,31,0.2763819095,0.1769911504,,-0.0993907591,0.0993907591,,
1991,149,563,69,22,80,3325000,1954,37,0.2717584369,0.2767527675,,0.0049943306,0.0049943306,,
2004,96,363,58,33,53,?,1979,25,0.2865013774,0.2928416486,,0.0063402712,0.0063402712,,
2001,14,25,1,3,10,?,1972,29,0.12,0.2,,0.08,0.08,,
2009,75,280,31,20,49,2150000,1981,28,0.25,0.2512315271,,0.0012315271,0.0012315271,,
2009,17,53,6,6,13,?,1984,25,0.1698113208,0.2164948454,,0.0466835246,0.0466835246,,
2013,87,213,30,21,45,506000,1984,29,0.2582159624,0.2692307692,,0.0110148068,0.0110148068,,
1999,123,464,86,50,94,2500000,1971,28,0.3254310345,0.3004032258,,-0.0250278087,0.0250278087,,
2011,81,288,24,21,42,9500000,1978,33,0.1875,0.1807228916,,-0.0067771084,0.0067771084,,
1991,27,55,1,1,18,185000,1962,29,0.0909090909,0.14,,0.0490909091,0.0490909091,,
2007,107,348,48,35,126,407800,1980,27,0.2442528736,0.1818181818,,-0.0624346917,0.0624346917,,
2003,156,579,92,94,67,4000000,1967,36,0.3039723661,0.2585751979,,-0.0453971683,0.0453971683,,
2005,128,404,51,20,63,324000,1979,26,0.2920792079,0.2416107383,,-0.0504684697,0.0504684697,,
1992,49,180,16,18,19,3050000,1963,29,0.2333333333,0.3148148148,,0.0814814815,0.0814814815,,
2000,156,631,89,46,101,230000,1978,22,0.2472266244,0.3022312373,,0.0550046129,0.0550046129,,
2011,28,56,3,0,23,3500000,1978,33,0.0892857143,0.0714285714,,-0.0178571429,0.0178571429,,
2012,139,533,98,56,120,?,1992,20,0.2701688555,0.2735849057,,0.0034160501,0.0034160501,,
1997,106,296,39,17,60,550000,1973,24,0.2466216216,0.2685714286,,0.0219498069,0.0219498069,,
1998,55,175,23,9,42,700000,1973,25,0.2685714286,0.2835249042,,0.0149534756,0.0149534756,,
1994,44,162,28,23,32,2000000,1966,28,0.2222222222,0.2247706422,,0.00254842,0.00254842,,
2005,125,479,68,36,79,366000,1980,25,0.3068893528,0.3255813953,,0.0186920425,0.0186920425,,
1991,102,243,42,37,48,100000,1963,28,0.2510288066,0.2086956522,,-0.0423331544,0.0423331544,,
2013,17,63,8,8,10,16729365,1974,39,0.1904761905,0.256454389,,0.0659781985,0.0659781985,,
2006,28,71,8,16,13,750000,1977,29,0.1830985915,0.2450980392,,0.0619994477,0.0619994477,,
1993,72,235,32,43,43,2100000,1960,33,0.2382978723,0.2114537445,,-0.0268441278,0.0268441278,,
1991,109,396,67,65,81,296000,1966,25,0.2752525253,0.2561983471,,-0.0190541781,0.0190541781,,
2004,136,290,51,15,49,750000,1975,29,0.2724137931,0.2474226804,,-0.0249911127,0.0249911127,,
1994,65,170,17,28,36,1000000,1964,30,0.2235294118,0.2266666667,,0.0031372549,0.0031372549,,
1998,29,48,3,3,20,1450000,1970,28,0.1666666667,0.1206896552,,-0.0459770115,0.0459770115,,
2001,133,517,91,47,69,8000000,1967,34,0.2611218569,0.2612781955,,0.0001563386,0.0001563386,,
2003,140,547,97,46,51,1025000,1967,36,0.2961608775,0.2753623188,,-0.0207985587,0.0207985587,,
2004,83,276,51,31,27,3100000,1967,37,0.2753623188,0.3351498638,,0.0597875449,0.0597875449,,
1992,9,16,3,0,1,?,1970,22,0.375,0.375,,0,0,,
2008,31,65,4,6,28,424500,1982,26,0.1230769231,0.0689655172,,-0.0541114058,0.0541114058,,
1991,86,288,37,36,76,875000,1960,31,0.25,0.2719836401,,0.0219836401,0.0219836401,,
1992,135,393,47,42,54,1300000,1964,28,0.2544529262,0.2406639004,,-0.0137890258,0.0137890258,,
2009,29,91,11,5,14,?,1988,21,0.1758241758,0.1666666667,,-0.0091575092,0.0091575092,,
2009,40,89,13,12,32,?,1983,26,0.2471910112,0.1442307692,,-0.102960242,0.102960242,,
1999,100,187,26,25,48,222500,1972,27,0.2085561497,0.2340425532,,0.0254864035,0.0254864035,,
2002,105,196,22,9,50,750000,1972,30,0.1989795918,0.2410071942,,0.0420276024,0.0420276024,,
1998,120,269,27,14,49,1400000,1958,40,0.2527881041,0.2509225092,,-0.0018655949,0.0018655949,,
2002,146,523,67,63,99,7250000,1963,39,0.2734225621,0.2491582492,,-0.024264313,0.024264313,,
1992,23,50,7,8,9,109000,1968,24,0.14,0.2244897959,,0.0844897959,0.0844897959,,
2001,4,7,0,0,6,?,1975,26,0.1428571429,0.1818181818,,0.038961039,0.038961039,,
1994,5,15,1,0,3,700000,1963,31,0.1333333333,0.3333333333,,0.2,0.2,,
2007,134,497,38,15,53,4000000,1974,33,0.2756539235,0.2924528302,,0.0167989066,0.0167989066,,
2009,54,119,14,14,22,400000,1983,26,0.3109243697,0.1944444444,,-0.1164799253,0.1164799253,,
1999,109,226,29,20,31,325000,1967,32,0.2345132743,0.2840236686,,0.0495103943,0.0495103943,,
2012,30,55,8,6,19,519550,1986,26,0.2181818182,0.2051282051,,-0.0130536131,0.0130536131,,
2007,26,61,6,2,9,382150,1977,30,0.1639344262,0.2613636364,,0.0974292101,0.0974292101,,
2002,34,63,3,5,32,4500000,1968,34,0.0634920635,0.1384615385,,0.074969475,0.074969475,,
1996,109,324,33,29,68,500000,1960,36,0.237654321,0.2177777778,,-0.0198765432,0.0198765432,,
2005,33,54,2,2,25,2750000,1976,29,0.1111111111,0.1612903226,,0.0501792115,0.0501792115,,
2004,150,582,94,75,133,4587500,1975,29,0.3006872852,0.2995008319,,-0.0011864533,0.0011864533,,
2006,9,12,0,0,4,?,1981,25,0.25,0.2866242038,,0.0366242038,0.0366242038,,
2004,20,35,2,2,17,2600000,1977,27,0.1142857143,0.1463414634,,0.0320557491,0.0320557491,,
2000,149,488,63,30,60,215000,1972,28,0.2909836066,0.2548476454,,-0.0361359611,0.0361359611,,
2005,19,33,2,1,10,4500000,1978,27,0.1212121212,0.0666666667,,-0.0545454545,0.0545454545,,
1993,96,98,21,18,23,966667,1960,33,0.3367346939,0.3246753247,,-0.0120593692,0.0120593692,,
1993,151,566,113,132,102,3866666,1959,34,0.3127208481,0.2808219178,,-0.0318989302,0.0318989302,,
1999,24,26,2,2,13,?,1972,27,0.1923076923,0.1538461538,,-0.0384615385,0.0384615385,,
2005,112,394,45,36,86,325000,1977,28,0.2385786802,0.2897603486,,0.0511816684,0.0511816684,,
2009,113,261,44,26,60,?,1981,28,0.2911877395,0.2803234501,,-0.0108642893,0.0108642893,,
2004,145,547,99,49,62,6000000,1978,26,0.3180987203,0.3023758099,,-0.0157229104,0.0157229104,,
2004,152,568,108,82,124,22500000,1972,32,0.3080985915,0.2924187726,,-0.015679819,0.015679819,,
1990,132,445,44,24,46,1000000,1958,32,0.2606741573,0.2360515021,,-0.0246226552,0.0246226552,,
2007,19,35,9,9,9,?,1976,31,0.2285714286,0.3023255814,,0.0737541528,0.0737541528,,
2008,38,129,14,5,11,950000,1971,37,0.2868217054,0.237037037,,-0.0497846684,0.0497846684,,
2006,138,563,85,55,66,3075000,1977,29,0.2859680284,0.2898550725,,0.003887044,0.003887044,,
2007,32,49,2,2,15,406000,1979,28,0.1224489796,0.1219512195,,-0.0004977601,0.0004977601,,
2009,12,19,0,1,6,?,1983,26,0.1578947368,0.2,,0.0421052632,0.0421052632,,
2012,7,12,0,0,5,?,1986,26,0.1666666667,0.1052631579,,-0.0614035088,0.0614035088,,
2000,49,99,14,5,18,?,1975,25,0.2222222222,0.1621621622,,-0.0600600601,0.0600600601,,
2009,84,283,34,22,97,410890,1985,24,0.2332155477,0.1666666667,,-0.066548881,0.066548881,,
2005,29,53,2,0,32,8187500,1973,32,0.0943396226,0.1363636364,,0.0420240137,0.0420240137,,
1997,125,459,75,57,66,1550000,1966,31,0.3071895425,0.3045977011,,-0.0025918413,0.0025918413,,
2008,41,97,14,17,33,?,1980,28,0.2164948454,0.2307692308,,0.0142743854,0.0142743854,,
1995,56,93,16,13,36,116000,1967,28,0.2258064516,0.2037037037,,-0.0221027479,0.0221027479,,
1995,35,112,13,9,8,2025000,1958,37,0.3035714286,0.3127572016,,0.0091857731,0.0091857731,,
2005,27,58,4,0,16,325000,1977,28,0.1896551724,0.2626262626,,0.0729710902,0.0729710902,,
1996,95,287,23,11,17,625000,1965,31,0.2195121951,0.3069767442,,0.0874645491,0.0874645491,,
1999,162,625,114,78,171,9000000,1968,31,0.288,0.3195364238,,0.0315364238,0.0315364238,,
1993,53,87,14,6,20,115000,1966,27,0.2298850575,0.25,,0.0201149425,0.0201149425,,
2007,97,264,40,28,45,?,1979,28,0.2992424242,0.313304721,,0.0140622968,0.0140622968,,
2008,89,233,38,38,41,396000,1979,29,0.313304721,0.2414772727,,-0.0718274483,0.0718274483,,
1996,61,137,21,19,23,130000,1968,28,0.2773722628,0.2982954545,,0.0209231918,0.0209231918,,
1994,37,54,10,12,12,138000,1964,30,0.2592592593,0.1153846154,,-0.1438746439,0.1438746439,,
1999,73,113,18,12,13,270000,1973,26,0.2389380531,0.3342105263,,0.0952724732,0.0952724732,,
2011,150,526,81,95,125,9100000,1980,31,0.2604562738,0.2718808194,,0.0114245456,0.0114245456,,
2002,135,287,41,14,79,200000,1977,25,0.2543554007,0.2166666667,,-0.037688734,0.037688734,,
1990,144,505,45,24,59,550000,1956,34,0.2475247525,0.2210144928,,-0.0265102597,0.0265102597,,
1990,28,41,2,4,18,100000,1960,30,0.1707317073,0.1551724138,,-0.0155592935,0.0155592935,,
2000,33,50,12,5,12,?,1967,33,0.26,0.2903225806,,0.0303225806,0.0303225806,,
2007,43,140,17,11,37,?,1987,20,0.2214285714,0.25,,0.0285714286,0.0285714286,,
1997,48,19,0,1,9,152500,1971,26,0.1052631579,0.4,,0.2947368421,0.2947368421,,
1994,91,110,12,16,31,195000,1966,28,0.2454545455,0.3465346535,,0.101080108,0.101080108,,
2004,137,463,67,62,126,6900000,1972,32,0.2958963283,0.2808510638,,-0.0150452645,0.0150452645,,
1998,154,609,107,61,144,6650000,1967,31,0.3366174056,0.2805343511,,-0.0560830544,0.0560830544,,
2002,139,487,67,59,145,12166667,1967,35,0.2587268994,0.1898734177,,-0.0688534817,0.0688534817,,
1996,5,9,1,0,2,?,1966,30,0.1111111111,0.2450331126,,0.1339220015,0.1339220015,,
2012,111,374,59,94,85,11410655,1983,29,0.3368983957,0.3046471601,,-0.0322512357,0.0322512357,,
2002,15,20,1,1,5,?,1977,25,0.2,0.1818181818,,-0.0181818182,0.0181818182,,
1996,136,412,76,70,127,800000,1966,30,0.2621359223,0.2651162791,,0.0029803567,0.0029803567,,
2009,133,427,70,61,104,2950000,1979,30,0.2599531616,0.2675675676,,0.007614406,0.007614406,,
1990,106,155,23,10,42,160000,1964,26,0.1612903226,0.2525252525,,0.0912349299,0.0912349299,,
2007,30,46,2,5,15,600000,1979,28,0.1304347826,0.1071428571,,-0.0232919255,0.0232919255,,
1994,11,30,2,1,8,?,1969,25,0.0666666667,0.2,,0.1333333333,0.1333333333,,
2014,61,214,26,22,37,14000000,1984,30,0.2803738318,0.2485549133,,-0.0318189185,0.0318189185,,
1995,90,238,45,21,33,250000,1962,33,0.281512605,0.2916666667,,0.0101540616,0.0101540616,,
2001,161,600,126,106,135,6500000,1968,33,0.2883333333,0.2907180385,,0.0023847052,0.0023847052,,
2007,147,511,57,34,72,750000,1975,32,0.28962818,0.2871621622,,-0.0024660179,0.0024660179,,
2008,35,63,1,4,36,415000,1984,24,0.0952380952,0.1785714286,,0.0833333333,0.0833333333,,
1998,13,4,0,0,0,190000,1970,28,0.25,0.2,,-0.05,0.05,,
1996,29,69,11,2,17,?,1971,25,0.3043478261,0.2335766423,,-0.0707711838,0.0707711838,,
2000,150,495,64,47,118,1100000,1970,30,0.2505050505,0.1764705882,,-0.0740344623,0.0740344623,,
2011,79,290,27,19,81,?,1986,25,0.275862069,0.2134146341,,-0.0624474348,0.0624474348,,
2012,59,164,17,21,46,488800,1986,26,0.2134146341,0.2962962963,,0.0828816621,0.0828816621,,
2013,148,506,64,70,212,494000,1986,27,0.2233201581,0.2268244576,,0.0035042995,0.0035042995,,
2005,41,80,13,5,11,?,1983,22,0.3,0.2453183521,,-0.0546816479,0.0546816479,,
2001,27,47,2,0,22,?,1977,24,0.0425531915,0.2571428571,,0.2145896657,0.2145896657,,
2011,27,3,1,0,0,?,1989,22,0.6666666667,0.25,,-0.4166666667,0.4166666667,,
2013,94,289,30,16,56,492900,1988,25,0.2249134948,0.280334728,,0.0554212332,0.0554212332,,
1999,54,194,35,15,37,500000,1971,28,0.2989690722,0.2762096774,,-0.0227593947,0.0227593947,,
2011,136,531,69,41,65,5750000,1979,32,0.263653484,0.2593406593,,-0.0043128247,0.0043128247,,
1993,13,36,5,4,9,109000,1971,22,0.1111111111,0.2441860465,,0.1330749354,0.1330749354,,
1990,147,529,72,42,65,2100000,1954,36,0.3100189036,0.2717584369,,-0.0382604666,0.0382604666,,
2003,23,47,2,1,22,301500,1978,25,0.0425531915,0.0344827586,,-0.0080704329,0.0080704329,,
1990,108,367,48,28,48,145000,1963,27,0.2397820163,0.2598684211,,0.0200864047,0.0200864047,,
2012,79,287,38,37,76,7750000,1983,29,0.2229965157,0.2533936652,,0.0303971495,0.0303971495,,
2010,29,84,11,6,22,?,1986,24,0.2023809524,0.292358804,,0.0899778516,0.0899778516,,
2003,12,14,5,3,0,?,1975,28,0.1428571429,0.2317073171,,0.0888501742,0.0888501742,,
1994,104,290,42,33,31,1225000,1959,35,0.3,0.3156498674,,0.0156498674,0.0156498674,,
1997,39,138,14,21,39,1650000,1964,33,0.2246376812,0.2323232323,,0.0076855512,0.0076855512,,
2010,96,332,47,29,60,5175000,1983,27,0.2439759036,0.2723492723,,0.0283733687,0.0283733687,,
1996,15,19,3,1,8,109000,1973,23,0.1578947368,0.1470588235,,-0.0108359133,0.0108359133,,
2006,160,603,75,33,112,4000000,1975,31,0.2437810945,0.2531418312,,0.0093607367,0.0093607367,,
1993,99,201,34,20,18,500000,1960,33,0.2736318408,0.2236842105,,-0.0499476303,0.0499476303,,
1999,17,29,6,2,3,200000,1973,26,0.2068965517,0.0588235294,,-0.1480730223,0.1480730223,,
2014,31,4,0,0,2,502500,1987,27,0.25,0.2,,-0.05,0.05,,
2013,57,132,17,20,25,?,1988,25,0.2424242424,0.1578947368,,-0.0845295056,0.0845295056,,
1994,8,25,0,0,11,145000,1964,30,0.08,0.1538461538,,0.0738461538,0.0738461538,,
1991,91,117,15,13,42,280000,1964,27,0.1111111111,0.1818181818,,0.0707070707,0.0707070707,,
1991,71,118,16,12,22,306250,1960,31,0.1949152542,0.2765957447,,0.0816804904,0.0816804904,,
1997,151,495,62,78,111,300000,1971,26,0.2525252525,0.2575757576,,0.0050505051,0.0050505051,,
2004,81,257,32,15,32,2500000,1970,34,0.3073929961,0.2935606061,,-0.01383239,0.01383239,,
1993,133,438,76,50,97,109000,1970,23,0.2511415525,0.24,,-0.0111415525,0.0111415525,,
2013,31,47,2,1,17,13000000,1980,33,0.170212766,0.1851851852,,0.0149724192,0.0149724192,,
1991,145,429,59,37,32,315000,1964,27,0.2867132867,0.2708933718,,-0.015819915,0.015819915,,
2002,136,492,58,68,56,900000,1969,33,0.2804878049,0.2532347505,,-0.0272530544,0.0272530544,,
1992,34,51,6,0,10,?,1966,26,0.2745098039,0.0833333333,,-0.1911764706,0.1911764706,,
2009,37,73,4,4,18,?,1984,25,0.2054794521,0.25,,0.0445205479,0.0445205479,,
2002,114,388,54,43,85,5500000,1975,27,0.2345360825,0.3093385214,,0.0748024389,0.0748024389,,
2003,142,474,54,39,87,313000,1977,26,0.2679324895,0.2699386503,,0.0020061609,0.0020061609,,
1990,36,67,8,6,18,100000,1969,21,0.2089552239,0.1333333333,,-0.0756218905,0.0756218905,,
1997,132,417,78,83,116,4150000,1969,28,0.273381295,0.1612903226,,-0.1120909724,0.1120909724,,
2012,130,384,50,35,67,1100000,1972,40,0.2395833333,0.2422907489,,0.0027074156,0.0027074156,,
1995,14,27,2,2,10,109000,1972,23,0.1481481481,0.2549019608,,0.1067538126,0.1067538126,,
2012,159,683,99,45,90,15729364,1974,38,0.3162518302,0.1904761905,,-0.1257756397,0.1257756397,,
2010,28,59,0,1,24,3750000,1984,26,0.0847457627,0.1578947368,,0.0731489741,0.0731489741,,
2000,143,524,84,47,72,305000,1976,24,0.2977099237,0.2817869416,,-0.0159229821,0.0159229821,,
2013,68,197,21,18,45,496000,1980,33,0.2131979695,0.2181818182,,0.0049838486,0.0049838486,,
2012,141,506,75,57,151,7500000,1982,30,0.2529644269,0.2162162162,,-0.0367482107,0.0367482107,,
1997,142,460,74,76,81,150000,1971,26,0.247826087,0.2782764811,,0.0304503942,0.0304503942,,
1996,35,67,4,3,35,1850000,1963,33,0.1194029851,0.1176470588,,-0.0017559263,0.0017559263,,
2006,28,53,0,4,28,7583333,1970,36,0.0943396226,0.0588235294,,-0.0355160932,0.0355160932,,
2010,33,67,2,3,29,9000000,1984,26,0.1044776119,0.0819672131,,-0.0225103988,0.0225103988,,
1992,135,468,38,26,29,2000000,1964,28,0.235042735,0.2482598608,,0.0132171257,0.0132171257,,
2001,19,5,0,0,2,?,1978,23,0.4,0.25,,-0.15,0.15,,
2014,31,61,2,2,23,11000000,1978,36,0.1147540984,0.2307692308,,0.1160151324,0.1160151324,,
2012,74,273,39,33,61,4500000,1985,27,0.2893772894,0.2687296417,,-0.0206476477,0.0206476477,,
1991,84,267,34,17,52,280000,1964,27,0.2771535581,0.2338308458,,-0.0433227123,0.0433227123,,
1998,81,218,29,12,36,725000,1964,34,0.2431192661,0.2433628319,,0.0002435658,0.0002435658,,
2002,73,211,19,17,41,277500,1973,29,0.2606635071,0.2653061224,,0.0046426153,0.0046426153,,
1992,156,600,101,64,106,1075000,1963,29,0.315,0.2763419483,,-0.0386580517,0.0386580517,,
2009,127,341,42,43,76,?,1982,27,0.2434017595,0.2627345845,,0.0193328249,0.0193328249,,
1997,92,279,55,50,82,154000,1969,28,0.247311828,0.2346938776,,-0.0126179504,0.0126179504,,
2013,73,232,14,21,76,1500000,1983,30,0.1810344828,0.2,,0.0189655172,0.0189655172,,
2004,89,330,36,19,60,975000,1978,26,0.2242424242,0.2802056555,,0.0559632313,0.0559632313,,
2005,87,267,31,14,43,7033333,1975,30,0.2546816479,0.2674897119,,0.012808064,0.012808064,,
2001,98,200,26,24,45,750000,1969,32,0.25,0.1363636364,,-0.1136363636,0.1136363636,,
2010,46,82,9,8,20,400700,1981,29,0.1951219512,0.1979695431,,0.0028475919,0.0028475919,,
1998,32,54,3,2,25,1300000,1968,30,0.1481481481,0.1785714286,,0.0304232804,0.0304232804,,
2008,135,513,77,37,70,7826914,1972,36,0.2846003899,0.26,,-0.0246003899,0.0246003899,,
2007,15,25,6,4,6,?,1983,24,0.28,0.2457627119,,-0.0342372881,0.0342372881,,
2003,33,5,1,0,1,6500000,1962,41,0.4,0.5,,0.1,0.1,,
1995,30,49,3,1,22,1250000,1963,32,0.1020408163,0.1777777778,,0.0757369615,0.0757369615,,
2005,34,65,1,4,19,445000,1980,25,0.1538461538,0.0317460317,,-0.1221001221,0.1221001221,,
1999,20,37,1,1,9,4750000,1968,31,0.1621621622,0.1891891892,,0.027027027,0.027027027,,
2006,39,131,14,7,22,550000,1973,33,0.2519083969,0.2027027027,,-0.0492056942,0.0492056942,,
1994,63,102,16,14,23,175000,1964,30,0.2549019608,0.2611464968,,0.006244536,0.006244536,,
1990,136,351,33,24,47,650000,1963,27,0.2478632479,0.2675438596,,0.0196806118,0.0196806118,,
1992,68,156,15,16,18,370000,1960,32,0.2115384615,0.2553191489,,0.0437806874,0.0437806874,,
2002,154,553,85,98,66,6950000,1968,34,0.3001808318,0.2690166976,,-0.0311641342,0.0311641342,,
2006,30,44,5,4,4,?,1981,25,0.2045454545,0.2156862745,,0.01114082,0.01114082,,
2002,125,412,52,43,87,950000,1975,27,0.2718446602,0.2879464286,,0.0161017684,0.0161017684,,
2012,132,475,51,22,61,480000,1986,26,0.3094736842,0.2388663968,,-0.0706072874,0.0706072874,,
2001,23,3,1,1,2,230000,1977,24,0.3333333333,0.0517241379,,-0.2816091954,0.2816091954,,
1990,128,398,29,39,66,575000,1960,30,0.2537688442,0.2794520548,,0.0256832106,0.0256832106,,
1996,154,582,98,59,145,2000000,1968,28,0.2800687285,0.2564575646,,-0.0236111639,0.0236111639,,
1996,118,429,61,23,101,150000,1969,27,0.2587412587,0.2301587302,,-0.0285825286,0.0285825286,,
2002,29,63,6,9,21,?,1973,29,0.2380952381,0.4444444444,,0.2063492063,0.2063492063,,
2007,136,472,54,25,66,5500000,1976,31,0.2627118644,0.2808988764,,0.018187012,0.018187012,,
2013,118,417,57,37,135,4675000,1986,27,0.2757793765,0.225433526,,-0.0503458505,0.0503458505,,
1991,88,280,24,5,42,?,1971,20,0.2642857143,0.2595238095,,-0.0047619048,0.0047619048,,
2003,40,124,19,13,42,?,1977,26,0.2580645161,0.1696969697,,-0.0883675464,0.0883675464,,
2012,141,407,42,44,98,1750000,1982,30,0.1941031941,0.197492163,,0.0033889689,0.0033889689,,
2006,157,582,85,31,52,342000,1977,29,0.3436426117,0.303986711,,-0.0396559007,0.0396559007,,
2012,19,44,6,5,14,481000,1986,26,0.2045454545,0.1884057971,,-0.0161396574,0.0161396574,,
2000,115,263,52,28,40,650000,1966,34,0.2585551331,0.2892561983,,0.0307010653,0.0307010653,,
2005,33,68,1,3,26,9000000,1967,38,0.1470588235,0.125,,-0.0220588235,0.0220588235,,
2003,137,517,99,62,143,16000000,1968,35,0.2785299807,0.2531380753,,-0.0253919053,0.0253919053,,
1996,122,218,27,20,34,400000,1966,30,0.252293578,0.3195876289,,0.0672940509,0.0672940509,,
2001,139,457,57,34,65,1125000,1972,29,0.2713347921,0.2851323829,,0.0137975908,0.0137975908,,
2006,67,167,26,14,30,?,1979,27,0.2874251497,0.2992424242,,0.0118172745,0.0118172745,,
2011,156,589,90,76,110,23125000,1980,31,0.2478777589,0.2505543237,,0.0026765648,0.0026765648,,
2006,137,466,77,81,81,500000,1968,38,0.2703862661,0.2768361582,,0.0064498921,0.0064498921,,
1999,12,20,2,2,7,275000,1967,32,0.2,0.26,,0.06,0.06,,
1993,112,401,72,38,38,1827500,1958,35,0.3291770574,0.2671232877,,-0.0620537697,0.0620537697,,
2002,132,467,58,41,95,3500000,1972,30,0.2655246253,0.2727272727,,0.0072026475,0.0072026475,,
